Uniprot,score_alpha,score_topm,res_length,SS,pLDDT,proQ3D,qmean,EC
P38208,0.3149,0.3879,133,16.0,90.80762820512858,0.3689,0.2268,3.1.26.5
P48284,0.3388,0.3644,286,32.3,91.75984279476044,0.3175,0.2968,4.2.1.1
P38291,0.2615,0.236,130,18.4,89.64210884353759,0.3267,0.2229,3.1.26.5
P48611,0.33,0.2812,168,18.0,90.33027920646616,0.395,0.2367,4.2.3.12
P38710,0.2201,0.3301,295,32.6,95.19394018205492,0.2694,0.2025,3.1.3.25
P53095,0.2379,0.3497,428,43.5,96.25081547619092,0.2865,0.1925,4.3.1.18
P38774,0.1992,0.3952,246,28.6,95.60739926739954,0.2488,0.1747,3.1.3.68
P53615,0.3112,0.3079,204,28.5,98.00132880098867,0.3652,0.1906,4.2.1.1
P38786,0.3304,0.34,293,26.6,88.64862450243217,0.3887,0.2528,3.1.26.5
P65870,0.3057,0.2378,121,18.4,98.19247422680408,0.3786,0.2123,4.1.2.50
P38876,0.2507,0.3538,190,21.8,94.10212837837838,0.277,0.2218,3.1.1.29
P66899,0.1524,0.1805,398,46.9,97.11485695494946,0.1964,0.1934,4.3.1.15
P39054,0.2655,0.204,737,79.9,85.39501685203876,0.2836,0.223,3.6.5.5
P69908,0.2421,0.2766,430,53.4,97.7277729002056,0.3072,0.1988,4.1.1.15
P40051,0.2465,0.2455,456,56.2,95.82749655362586,0.2726,0.2174,3.4.11.26
P75682,0.1933,0.1986,302,40.6,98.17435919790807,0.2739,0.1621,4.1.2.28
P40711,0.2266,0.2719,130,18.0,90.49031496062992,0.2756,0.2276,3.1.1.29
P77596,0.2094,0.3857,624,53.6,95.64292483308198,0.2733,0.1886,4.2.1.82
P41812,0.3331,0.2591,859,84.5,86.23312706864135,0.447,0.2498,3.1.26.5
P87305,0.2366,0.3076,203,23.4,94.50721321321298,0.29,0.1968,4.3.2.7
P42285,0.2285,0.154,944,89.3,89.98061335816944,0.2739,0.1911,3.6.4.13
P92976,0.2907,0.3103,292,34.8,95.61163123844727,0.38,0.1926,4.3.3.2
P42762,0.255,0.3143,861,1.5,80.41340257771066,0.2772,0.2565,3.6.1.3
P94063,0.272,0.2478,189,20.8,94.01681326116372,0.3117,0.2064,4.1.1.36
P42941,0.1838,0.2512,309,34.0,94.3761910721734,0.2419,0.1691,3.1.3.3
P94111,0.2789,0.3791,303,32.8,94.99514234875444,0.3403,0.209,4.3.3.2
P43234,0.2976,0.2776,321,33.7,87.83820795588785,0.2783,0.2622,3.4.22.42
P9WMU9,0.2615,0.2772,382,37.1,88.56435240435198,0.3564,0.2287,4.6.1.1
P43588,0.35,0.3664,306,38.7,81.74501038637311,0.4539,0.2602,3.4.19.12
P9WNP3,0.1875,0.1995,151,19.8,97.95297249334536,0.2625,0.1718,4.2.1.55
P43672,0.1941,0.3158,635,50.9,85.52834911242572,0.2358,0.1921,3.6.1.3
P9WPJ7,0.2384,0.2614,163,19.1,97.6689106583072,0.2831,0.2076,4.2.1.1
P9WPJ9,0.1992,0.2424,207,29.0,96.43589693411576,0.2429,0.1781,4.2.1.1
P47047,0.2336,0.1498,994,92.7,88.48405813514425,0.2705,0.2045,3.6.4.13
P9WQ83,0.2038,0.2735,407,48.5,95.58139564660618,0.2603,0.1862,4.4.1.13
P47154,0.4177,0.372,453,59.3,92.40471096704448,0.435,0.2041,3.4.24.84
Q03034,0.2387,0.2348,503,56.5,95.90347419028356,0.2973,0.1964,4.1.1.102
P47245,0.2578,0.3082,1066,13.3,87.29310980527609,0.2832,0.2319,3.4.24.61
Q05326,0.3075,0.3869,106,10.3,95.24793020457304,0.4056,0.2268,4.1.1.1
P48441,0.2011,0.1847,615,69.8,97.00798449612412,0.2558,0.1963,3.2.1.76
Q05327,0.2456,0.2916,202,22.1,96.42484713375784,0.2727,0.2195,4.1.1.1
P49047,0.2174,0.2599,435,46.2,95.75255696951764,0.2642,0.1901,3.4.22.34
Q06408,0.2435,0.2887,612,64.2,95.32080991735516,0.2883,0.2086,4.1.1.43
P49183,0.215,0.1888,284,28.7,94.04830530973489,0.2529,0.2067,3.1.21.1
Q09675,0.179,0.2157,240,23.3,96.82499999999968,0.2333,0.182,4.2.1.130
P49441,0.2727,0.3823,399,44.0,87.64735922330155,0.2851,0.2314,3.1.3.57
Q0E2Y1,0.2438,0.3035,538,54.4,92.21193974507612,0.2362,0.2319,4.1.99.13
P49442,0.2683,0.3967,396,41.3,89.54661189615558,0.3043,0.2206,3.1.3.57
Q10092,0.2377,0.3323,222,24.8,82.87301056338049,0.2941,0.2141,4.2.1.130
P49445,0.2329,0.2212,308,37.0,92.35346655791191,0.2709,0.2072,3.1.3.48
Q10457,0.2494,0.3239,423,47.7,96.14215389276012,0.3052,0.1933,4.1.1.21
P49594,0.2921,0.3191,434,50.8,88.33386685962324,0.3413,0.218,3.1.3.16
Q10657,0.1527,0.1606,247,27.4,97.195874200426,0.2043,0.171,4.2.3.3
P49641,0.2233,0.27,1150,11.3,91.29031544715288,0.2688,0.2059,3.2.1.114
Q12428,0.214,0.2646,478,48.6,97.07293570669457,0.2478,0.2078,4.2.1.79
P49713,0.2418,0.3873,461,44.0,94.67074006276088,0.2474,0.2287,3.2.1.51
Q16873,0.404,0.3305,150,20.7,97.05329931972814,0.4576,0.2174,4.4.1.20
P49720,0.2592,0.25,205,27.2,97.37888680425264,0.3427,0.1922,3.4.25.1
Q2FWJ9,0.2348,0.299,422,45.9,94.09694730466424,0.2886,0.2031,4.3.1.19
P49753,0.2324,0.2541,401,53.3,96.6385250642681,0.298,0.19,3.1.2.2
Q2G1G6,0.2243,0.2417,299,33.6,95.3094023904383,0.2739,0.1974,4.2.1.126
P49961,0.2283,0.3054,500,46.3,91.50338838838752,0.2785,0.2224,3.6.1.5
Q2G1M6,0.1834,0.285,400,48.0,95.92214771322662,0.2234,0.1954,4.1.1.117
Q2G1Q2,0.2411,0.2351,295,33.2,97.96301143583185,0.2663,0.205,4.6.1.13
P50428,0.1897,0.2597,486,50.5,97.72251711859752,0.2481,0.1878,3.1.6.8
Q2G2S0,0.2482,0.2162,431,54.3,97.40677077363912,0.2743,0.2073,4.3.2.2
P50429,0.2477,0.2381,513,49.5,94.18336694540064,0.2751,0.2143,3.1.6.12
Q4KM86,0.2516,0.3072,149,16.1,94.35407872696804,0.2813,0.2077,4.3.2.8
P50430,0.2348,0.2442,488,47.6,95.81738481338408,0.2581,0.2066,3.1.6.12
Q54IA8,0.2311,0.3033,378,41.0,91.16303523936206,0.2699,0.2064,4.99.1.1
P50570,0.2757,0.1975,737,80.1,85.14767492834225,0.3016,0.2223,3.6.5.5
Q54J34,0.2657,0.3073,449,45.0,95.9741024229074,0.294,0.2219,4.3.2.2
P50583,0.2244,0.1943,147,19.5,95.39962025316494,0.2323,0.2226,3.6.1.17
Q54XZ0,0.2704,0.347,294,38.6,95.21249561403502,0.3268,0.2162,4.2.1.119
P51530,0.2723,0.3001,1060,18.1,87.56203815618073,0.3358,0.2078,3.6.4.12
Q55E06,0.1777,0.2199,315,37.6,96.69716755866608,0.2207,0.1908,4.2.1.24
P51688,0.2349,0.2236,479,50.7,98.324198334202,0.257,0.2093,3.10.1.1
Q57692,0.1987,0.3574,175,25.3,96.16826621160408,0.1955,0.1701,4.6.1.1
P52086,0.192,0.2096,203,27.8,97.8907181984171,0.1883,0.2075,3.1.3.73
Q57705,0.2502,0.2331,311,33.0,97.2707635658914,0.3042,0.2002,4.1.3.44
P52290,0.2215,0.2669,433,48.1,96.75422668579716,0.2501,0.2088,3.1.3.2
Q57851,0.3557,0.2534,121,16.0,98.24814629258545,0.4248,0.1948,4.1.2.25
Q58034,0.1934,0.1936,195,20.8,97.6557682291669,0.2554,0.1613,4.2.1.32
P53096,0.2211,0.258,452,39.7,90.97570482758664,0.2675,0.202,3.5.1.98
Q58054,0.2148,0.2162,272,35.8,94.24188653759563,0.2719,0.1855,4.2.1.51
P53131,0.244,0.2485,756,81.3,91.96876193612108,0.309,0.1906,3.6.4.13
Q58380,0.3196,0.327,143,16.5,87.6406586826348,0.3444,0.2284,4.99.1.3
P53218,0.2746,0.2524,158,17.7,90.84625781250044,0.325,0.2064,3.1.26.5
Q58860,0.1783,0.3844,405,46.7,95.89553708439902,0.2289,0.1856,4.2.3.1
P53368,0.1911,0.2053,156,21.7,97.15104265402826,0.2261,0.1919,3.6.1.55
Q58992,0.2488,0.2575,429,48.9,97.30753396337828,0.312,0.1886,4.1.2.49
P53369,0.2109,0.217,156,20.1,97.3220659858603,0.2509,0.1892,3.6.1.55
Q59801,0.213,0.2189,759,87.3,95.66488910793434,0.2574,0.2014,4.2.2.1
P54802,0.1426,0.1414,731,81.8,98.02647764828608,0.1871,0.196,3.2.1.50
Q60178,0.1874,0.2193,315,37.8,96.90309795918336,0.2374,0.1782,4.2.1.24
P54922,0.2137,0.2435,357,39.6,98.41969131371206,0.2431,0.1995,3.2.2.19
Q60364,0.261,0.2316,227,26.6,96.56883425414316,0.289,0.2313,4.1.99.12
P54923,0.2084,0.2664,362,38.8,96.8536511875221,0.2431,0.2042,3.2.2.19
Q64444,0.3197,0.3922,280,30.5,92.4520683453236,0.2875,0.277,4.2.1.1
P55212,0.2934,0.3261,253,32.2,89.58374320987697,0.2797,0.2596,3.4.22.59
Q66H59,0.212,0.2048,303,42.0,97.20795744680878,0.2659,0.1865,4.1.3.3
P55786,0.1927,0.1829,862,13.4,95.19963114754032,0.2277,0.1956,3.4.11.14
Q69K55,0.317,0.3071,199,22.3,90.58495430809477,0.3342,0.2478,4.1.1.36
P55799,0.2253,0.2225,218,21.8,97.07730033745842,0.2314,0.2092,3.1.3.16
Q6BF16,0.136,0.1918,205,27.1,97.66036544850508,0.2157,0.148,4.1.2.21
P56380,0.2219,0.2059,147,19.7,93.89591137123756,0.2311,0.2208,3.6.1.17
Q6NYR8,0.2049,0.2163,307,40.6,96.72685518423268,0.2595,0.1792,4.1.3.3
P56389,0.2487,0.3186,146,18.6,94.20604960141736,0.2726,0.2173,3.5.4.5
Q6Z6K9,0.254,0.3278,479,47.5,94.90538711423996,0.293,0.218,4.2.1.92
P56523,0.1952,0.216,623,73.3,93.150217568117,0.2377,0.2059,3.5.1.98
Q6Z6L1,0.2763,0.3334,469,48.0,95.88527808370053,0.3194,0.2115,4.2.1.92
P56544,0.2532,0.2558,94,14.6,85.29097368421068,0.2717,0.2114,3.6.1.7
Q7M438,0.2898,0.2689,192,24.4,97.49545514950172,0.3595,0.2093,4.6.1.19
P58137,0.2604,0.3071,295,37.0,93.0186133560188,0.2817,0.236,3.1.2.1
Q7Y0C8,0.2469,0.3572,460,47.3,97.13981121599068,0.284,0.2089,4.2.1.92
P63000,0.1685,0.1978,177,24.2,96.61095444685456,0.2133,0.1761,3.6.5.2
Q84QC1,0.235,0.2686,199,23.6,94.85695347355022,0.2883,0.1876,4.3.2.9
P63883,0.2436,0.2737,382,45.0,92.1149746364556,0.2805,0.2102,3.5.1.28
Q869Z4,0.1835,0.1939,609,54.8,95.43420366084582,0.2319,0.1894,4.1.1.32
P71615,0.1627,0.1884,317,39.2,95.99260980810196,0.2069,0.1858,3.1.3.7
Q86B06,0.1962,0.2337,323,38.9,95.86138387484984,0.2561,0.1772,4.3.1.17
P71778,0.2514,0.3795,429,40.3,86.26276022304795,0.3072,0.221,3.5.2.6
Q86XE5,0.1652,0.1766,290,40.2,98.6429863636366,0.2299,0.1789,4.1.3.16
P75713,0.2566,0.2566,248,35.7,97.73393561786072,0.3077,0.201,3.5.3.26
Q8IUZ5,0.192,0.2731,450,53.8,96.306809360731,0.2367,0.1891,4.2.3.134
P75745,0.184,0.245,310,37.1,96.5877359271522,0.2159,0.1852,3.5.2.9
Q8JZS7,0.2257,0.2288,343,37.7,88.96585089773612,0.2985,0.2037,4.1.3.4
P75792,0.1528,0.1632,271,33.5,96.3250559701496,0.1775,0.1703,3.1.3.23
Q8R238,0.1665,0.1776,329,44.5,95.11336751435582,0.2289,0.1736,4.3.1.17
P75809,0.1538,0.1891,271,31.9,95.95867889045614,0.1807,0.1657,3.1.3.104
Q8R519,0.2147,0.3241,336,38.7,97.89076001497568,0.2782,0.1886,4.1.1.45
P75820,0.2388,0.3681,231,31.0,98.55103691639546,0.2939,0.1815,3.5.1.28
Q8TB92,0.2653,0.2509,357,38.4,85.79673766816136,0.2797,0.276,4.1.3.4
P75849,0.1686,0.1868,215,26.3,96.93500298151422,0.2242,0.1781,3.1.2.6
Q8TDX5,0.2157,0.3045,336,39.8,97.65862752430824,0.2742,0.1847,4.1.1.45
P76008,0.1777,0.1881,304,34.4,97.52191120507392,0.2392,0.1778,3.4.17.13
Q8VYI3,0.2312,0.3283,309,35.1,92.24597251145347,0.2733,0.2205,4.2.1.119
P76159,0.3369,0.3535,177,14.4,94.13870101596534,0.4097,0.2226,3.2.1.17
Q920F5,0.2397,0.2274,457,48.7,92.3540781032071,0.2906,0.1992,4.1.1.9
P76641,0.1622,0.224,439,47.6,96.7363135593215,0.1892,0.1911,3.5.4.3
Q925U2,0.3712,0.3291,150,20.9,96.89765690376557,0.4009,0.2241,4.4.1.20
P77247,0.1621,0.1866,222,27.5,96.49069248826326,0.2035,0.1742,3.1.3.22
Q948T6,0.2125,0.2439,281,33.0,97.38229419703087,0.2642,0.1821,4.4.1.5
P77425,0.1898,0.1751,411,51.7,97.65128740648449,0.2429,0.184,3.5.3.9
Q94A28,0.1673,0.1593,878,90.3,95.40481284213588,0.2269,0.186,4.2.1.3
P77766,0.1607,0.2543,279,35.7,96.37235023041453,0.1951,0.1769,3.1.3.97
Q94AR8,0.2085,0.3003,441,38.8,97.258387961859,0.2607,0.1898,4.2.1.33
P77788,0.1965,0.2208,135,16.5,90.47784165881232,0.2464,0.1929,3.6.1.65
Q94LA4,0.2668,0.2638,366,37.2,90.81008101444137,0.3138,0.2346,4.2.1.24
P77790,0.1883,0.3066,183,17.8,95.23454096045177,0.1956,0.2201,3.4.13.22
Q96GA7,0.1786,0.1839,329,45.3,95.1051007815711,0.2471,0.1732,4.3.1.17
P78285,0.3237,0.2984,165,20.5,96.91771971496456,0.4556,0.197,3.2.1.17
Q96I15,0.2132,0.2803,410,50.4,94.21623724489837,0.2603,0.1987,4.4.1.16
P78330,0.1995,0.2297,225,27.2,93.209659090909,0.2324,0.1921,3.1.3.3
P82890,0.2167,0.2298,155,19.5,96.85478792822208,0.2456,0.1976,3.1.3.2
Q96SQ9,0.2394,0.2465,504,51.8,93.17222758445467,0.309,0.1945,4.2.1.152
P83006,0.2425,0.2879,390,43.7,91.017032679738,0.2665,0.2261,3.1.1.47
Q99258,0.2087,0.2403,208,24.6,95.1015555555552,0.2523,0.1966,4.1.99.12
P87015,0.185,0.2311,321,40.2,96.38307148794748,0.254,0.1902,3.5.1.1
Q99N23,0.2946,0.3338,296,30.7,91.369235164835,0.2751,0.278,4.2.1.1
P87120,0.3117,0.3513,235,25.8,94.20272148541068,0.3315,0.2249,3.1.26.5
Q9BYJ1,0.2454,0.209,711,74.0,91.69390644307126,0.2821,0.2216,4.2.1.152
P91406,0.1971,0.2234,753,76.7,93.94590740114896,0.2403,0.1909,3.4.17.21
Q9C5M3,0.1908,0.2431,757,67.0,96.2028174280614,0.21,0.2047,4.2.1.128
P91477,0.2775,0.2592,199,26.5,94.40527444794924,0.3221,0.2072,3.4.25.1
Q9CPU0,0.3026,0.3439,172,24.1,97.69368953068567,0.3485,0.2318,4.4.1.5
P95189,0.2269,0.2564,260,32.7,96.73358567774947,0.271,0.1978,3.1.3.15
Q9D7X8,0.2035,0.2247,173,23.5,96.95330680173603,0.2597,0.1744,4.3.2.9
P96374,0.1528,0.2271,319,40.9,96.9158983050852,0.1747,0.1908,3.6.1.11
Q9FIE8,0.2232,0.2999,313,39.4,94.76177438779574,0.2675,0.1976,4.1.1.35
P97629,0.2038,0.1476,918,14.9,94.09777867746308,0.232,0.2096,3.4.11.3
Q9FYE3,0.2633,0.2488,250,27.6,91.29376623376648,0.2659,0.2438,4.2.1.1
P9WGZ9,0.1341,0.1937,558,74.3,93.9680803251251,0.2062,0.153,3.5.2.6
Q9JLI6,0.2177,0.2351,411,46.3,94.63217460317496,0.2693,0.1956,4.4.1.16
P9WHJ1,0.1805,0.2557,575,58.6,91.10457162597872,0.2242,0.1893,3.1.11.5
Q9LFT6,0.2105,0.242,258,27.5,97.80618305744837,0.2531,0.197,4.1.2.10
P9WHM3,0.149,0.2593,281,39.9,96.22921220400758,0.1974,0.179,3.5.1.10
Q9M8R4,0.1835,0.2066,388,47.5,98.1144463431306,0.2391,0.1859,4.4.1.5
P9WHS1,0.2002,0.3097,136,20.8,97.46414972273568,0.2527,0.1868,3.13.1.6
Q9QZA0,0.2324,0.2343,280,30.4,90.04056189640077,0.2269,0.2508,4.2.1.1
P9WHS9,0.1882,0.2488,354,45.8,96.3482684973302,0.2475,0.1876,3.5.1.18
Q9R1Z7,0.3131,0.27,144,18.0,96.735193321617,0.3949,0.2182,4.2.3.12
P9WIC7,0.2214,0.2556,223,25.3,95.84060410557164,0.2463,0.204,3.1.3.70
Q9S7B5,0.2217,0.2743,463,54.1,95.12277202797172,0.275,0.2063,4.2.3.1
P9WJ61,0.2958,0.3008,296,34.1,93.6439251559249,0.3806,0.2134,3.1.7.8
Q9SB00,0.2245,0.2239,496,51.1,94.28085614733696,0.2519,0.2098,4.1.99.3
P9WKJ1,0.2095,0.219,253,30.4,95.83303412073468,0.255,0.1963,3.1.3.7
Q9SGU9,0.2288,0.2703,399,42.4,94.9466324842864,0.2982,0.1879,4.4.1.11
P9WM67,0.1913,0.2031,163,23.8,95.3436356648729,0.2202,0.2014,3.1.2.2
Q9SSM2,0.2306,0.2409,552,53.5,91.27648005598252,0.2941,0.2287,4.1.2.10
P9WMQ1,0.2186,0.2837,749,82.9,88.20146625556656,0.2478,0.2076,3.6.4.12
Q9SSP5,0.1946,0.281,461,53.8,94.68038429406866,0.2424,0.2049,4.2.3.1
P9WMU3,0.2001,0.2857,274,31.2,93.6331406916153,0.2343,0.1908,3.1.4.46
Q9UQW9,0.2101,0.2313,416,50.6,91.4178441638441,0.2852,0.1845,4.1.1.17
P9WMV3,0.2506,0.3278,190,17.2,93.94253638253672,0.2756,0.2125,3.1.3.83
P9WP65,0.1926,0.2237,290,38.8,96.85486053955194,0.2459,0.1947,3.1.4.53
Q9US35,0.1801,0.3208,404,42.6,96.92186641099347,0.2393,0.1801,4.3.1.18
P9WPH3,0.2913,0.327,118,18.1,97.6062077012838,0.3158,0.2421,3.5.4.5
Q9VVW8,0.2007,0.3072,300,31.9,94.67046460176954,0.275,0.1738,4.2.1.93
P9WQ95,0.1689,0.284,473,53.3,95.81763707208422,0.2189,0.1973,3.5.1.4
Q9Y2D0,0.2448,0.2401,282,28.9,89.61780786026173,0.2175,0.2669,4.2.1.1
Q00472,0.1774,0.2534,298,23.6,96.46690972222228,0.2427,0.1752,3.1.3.41
Q9ZUC2,0.272,0.3353,247,24.4,93.9224510813594,0.3098,0.2194,4.2.1.1
Q02083,0.2687,0.2345,322,43.9,96.53104750778816,0.3106,0.2067,3.5.1.60
Q9ZV36,0.2527,0.3026,326,36.7,93.41447996918389,0.2961,0.21,4.1.1.35
Q02589,0.1873,0.2665,362,39.3,97.32011379800834,0.21,0.2,3.2.2.19
Q03018,0.2212,0.2205,1630,71.2,86.83457132018223,0.4852,0.217,3.4.22.49
Q03248,0.2356,0.2758,372,43.7,97.3838979591828,0.2937,0.1949,3.5.1.6
Q04299,0.2719,0.2334,268,29.0,91.79110173464645,0.3684,0.1806,3.1.3.84
Q04457,0.282,0.3666,541,56.3,94.90971863468596,0.3558,0.1933,3.1.1.1
Q04519,0.23,0.2278,598,67.2,90.15952380952405,0.264,0.2318,3.1.4.12
Q05117,0.1502,0.1645,300,36.9,98.19672940192386,0.1604,0.1768,3.1.3.2
Q05533,0.2316,0.354,292,32.3,94.64084700665254,0.2857,0.2115,3.1.3.25
Q06151,0.3305,0.3336,336,35.0,94.3990527838032,0.3985,0.2543,3.6.1.59
Q06S87,0.2681,0.1883,109,16.2,98.43076212471136,0.3195,0.1945,3.5.2.17
Q07729,0.2231,0.3068,489,53.2,91.95684102035575,0.276,0.2102,3.5.4.3
Q08890,0.2615,0.2527,513,47.5,94.7998785228376,0.2793,0.2204,3.1.6.13
Q09444,0.2828,0.2703,321,36.0,87.02960107403132,0.3018,0.2279,3.4.19.12
Q09551,0.2724,0.2889,380,46.4,92.97096508563882,0.321,0.2115,3.5.1.23
Q09841,0.3078,0.3393,253,30.0,92.34242143225111,0.3634,0.2514,3.4.25.1
Q0DGD7,0.2174,0.2535,634,71.1,92.32482977038846,0.2458,0.2153,3.2.1.23
Q10423,0.2887,0.2557,258,31.2,90.51333646616511,0.3559,0.2022,3.1.22.4
Q10439,0.2297,0.2987,436,52.5,95.37823036951488,0.2611,0.2165,3.4.11.26
Q10714,0.1707,0.174,615,70.9,95.19148791691772,0.1779,0.1851,3.4.15.1
Q10B67,0.2362,0.2937,440,35.5,90.06472562755467,0.2877,0.2141,3.2.1.78
Q10D00,0.2725,0.259,579,54.4,83.95091226538624,0.289,0.2585,3.6.4.13
Q10S66,0.2209,0.383,224,20.0,97.80617900172162,0.2564,0.2041,3.2.1.14
Q11011,0.1847,0.1812,862,17.3,95.30913808267508,0.2292,0.1925,3.4.11.14
Q11136,0.2207,0.2125,493,55.5,97.03366796368368,0.2557,0.2135,3.4.13.9
Q12378,0.3704,0.3565,196,15.4,78.89680405833836,0.3843,0.2939,3.1.3.16
Q14697,0.1954,0.3204,904,97.2,94.79506203473956,0.2303,0.2098,3.2.1.207
Q16518,0.2401,0.2083,533,62.0,95.15717996289456,0.2734,0.218,3.1.1.64
Q16667,0.1714,0.1835,184,22.9,96.30334719334734,0.2061,0.1816,3.1.3.16
Q17345,0.2928,0.3397,287,34.6,92.45964491788791,0.3213,0.2338,3.1.13.4
Q17449,0.2111,0.2996,572,66.7,96.20243231247164,0.271,0.183,3.5.1.99
Q17778,0.2527,0.3493,351,36.0,91.9495350526696,0.2784,0.2392,3.1.22.1
Q18677,0.2179,0.2384,475,59.4,97.99975704030958,0.2739,0.1974,3.5.2.2
Q19013,0.2509,0.2642,590,52.4,87.0564158628077,0.2823,0.2265,3.5.1.2
Q20390,0.1742,0.2811,272,26.0,96.57722094625665,0.2177,0.1863,3.1.2.22
Q21775,0.2648,0.2796,184,20.5,96.5540066006603,0.2821,0.2313,3.5.1.122
Q21902,0.2821,0.3724,736,76.7,78.09793145231184,0.3207,0.2467,3.6.4.12
Q22943,0.2258,0.2956,388,42.6,93.81695353403131,0.2682,0.2046,3.1.1.47
Q23892,0.2051,0.2177,768,88.8,96.97405543274854,0.2798,0.1956,3.2.1.21
Q24451,0.1722,0.1787,1108,17.4,95.19614256938227,0.195,0.2021,3.2.1.114
Q26454,0.2814,0.3332,706,91.9,81.80997156566532,0.3186,0.245,3.6.4.12
Q2FWE3,0.1815,0.2315,139,15.5,97.87054102795308,0.183,0.2076,3.1.3.48
Q2FWG0,0.2385,0.1989,218,32.1,96.39536394176892,0.2884,0.1799,3.5.99.2
Q2FWP1,0.2192,0.2411,285,35.9,97.5870091423592,0.2334,0.2056,3.1.4.3
Q2FZE3,0.2542,0.2034,244,30.9,94.73417315175102,0.2676,0.1955,3.4.22.71
Q2G2R8,0.2312,0.2711,349,40.4,87.24783611209679,0.2589,0.2161,3.4.22.48
Q2QMN7,0.1737,0.2177,451,49.4,93.79885580852364,0.2154,0.2116,3.5.1.116
Q2QWT4,0.2395,0.3535,358,39.0,90.69441154138232,0.2849,0.207,3.1.3.7
Q39033,0.2717,0.3264,581,54.6,87.50742226034735,0.279,0.2471,3.1.4.11
Q3MJ16,0.2934,0.2364,802,85.9,84.28095230745542,0.3179,0.2415,3.1.1.4
Q3UFY7,0.2007,0.2137,289,24.7,94.43608993576044,0.2289,0.1905,3.1.3.5
Q42290,0.2513,0.2357,479,58.3,95.82770331125876,0.3025,0.1998,3.4.24.64
Q47679,0.2052,0.2265,256,33.1,97.30789705882334,0.2407,0.2047,3.5.1.3
Q4CUJ8,0.1797,0.2413,154,18.7,94.5482094594598,0.2352,0.1734,3.1.3.48
Q4F883,0.2912,0.2278,537,53.4,92.65880952380968,0.3295,0.2236,3.1.1.1
Q4FZV0,0.174,0.1623,860,6.3,97.43933979751864,0.2022,0.1891,3.2.1.25
Q4V3B3,0.2474,0.2485,542,51.7,91.47489049446816,0.2855,0.207,3.2.1.21
Q4VBS4,0.208,0.2313,278,35.0,96.89550945136,0.2601,0.1958,3.4.11.18
Q4W6B5,0.2132,0.2238,444,60.6,94.51007709880044,0.2623,0.188,3.4.24.64
Q50L42,0.2784,0.2523,800,82.5,84.69506935881577,0.2899,0.2378,3.1.1.4
Q54BW5,0.3178,0.377,148,19.5,86.42458260869576,0.3562,0.2883,3.6.1.23
Q54CJ3,0.2686,0.273,236,27.7,96.23181048173674,0.3352,0.1883,3.1.1.31
Q54CM0,0.2431,0.281,289,25.8,94.94739837398444,0.2862,0.2125,3.1.2.22
Q54DU9,0.1768,0.2236,156,18.9,89.38713580246885,0.2375,0.1815,3.1.3.48
Q54EY1,0.2251,0.221,151,20.3,97.50583128583136,0.2543,0.2189,3.1.1.96
Q54IF7,0.1622,0.2092,183,24.4,95.64784327323152,0.1981,0.1567,3.1.3.3
Q54K55,0.2694,0.3304,549,59.9,90.67487202314628,0.3212,0.2234,3.2.1.52
Q54T46,0.2592,0.267,435,49.1,95.59286083213745,0.3082,0.2078,3.4.11.9
Q54TF8,0.1751,0.2215,389,41.0,88.05264288074002,0.2207,0.1965,3.6.4.13
Q54WU3,0.2439,0.2328,367,38.5,93.94624523727074,0.2962,0.2152,3.4.11.18
Q54XM7,0.2783,0.3287,250,34.2,92.26946512847404,0.3424,0.2116,3.4.25.1
Q553U5,0.1979,0.2422,486,57.7,96.31859512440286,0.2284,0.193,3.5.4.4
Q556F2,0.2953,0.3372,170,16.2,96.59104565537574,0.341,0.2044,3.2.1.17
Q557H1,0.1811,0.1804,691,78.0,95.15019572308918,0.2337,0.1898,3.4.14.4
Q55CT0,0.2149,0.2941,568,57.4,87.96913062862274,0.2486,0.2186,3.4.14.9
Q55G04,0.243,0.3677,241,31.7,91.9634223171383,0.278,0.2207,3.4.25.1
Q55G81,0.2589,0.3011,731,84.7,87.24428302854172,0.3111,0.1986,3.6.4.12
Q55GS6,0.2447,0.2621,357,44.2,96.28451098511702,0.3064,0.2039,3.1.2.4
Q55GW2,0.2814,0.3315,179,18.6,93.10944289693587,0.2975,0.2299,3.1.3.2
Q566N0,0.2117,0.3015,426,41.6,94.242428697442,0.2485,0.2307,3.6.1.29
A3C4S4,0.2324,0.2564,368,33.6,96.949731292517,0.2624,0.2157,5.1.3.18
Q568P1,0.2263,0.2461,180,23.0,96.73682995101495,0.2711,0.1673,3.1.7.2
O06543,0.2986,0.3212,360,45.1,95.90362633321084,0.3919,0.2199,5.1.99.4
Q56UD1,0.2666,0.3021,542,56.2,87.08097955301945,0.277,0.2324,3.2.1.26
O09174,0.2663,0.3522,381,45.0,95.36402114597524,0.3191,0.2197,5.1.99.4
Q57599,0.1827,0.1805,230,31.0,94.44436695279045,0.2229,0.1586,3.1.26.4
O13739,0.2844,0.277,251,28.4,93.05152195121924,0.3085,0.2069,5.4.99.5
Q57917,0.3243,0.363,119,15.7,95.33667996011977,0.3918,0.2236,3.1.26.5
O15305,0.1949,0.2177,246,25.0,96.61504554655896,0.2477,0.1799,5.4.2.8
Q58025,0.1854,0.1896,307,38.5,96.0293955814922,0.2351,0.1733,3.6.1.1
O60126,0.1835,0.2069,622,73.4,94.6495689483138,0.2101,0.2031,5.6.2.1
